	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24
sub-03_AA_trial1	-0.0024591516354038074	0.057929118120428384	0.02216384406559382	0.24884543483885033	0.3738250915473546	0.3501249761716523	0.2982740999402956	0.3710297461716952	0.29261921194141904	0.29047499638061774	0.2516435333579326	0.2541795019555384	0.12277858013358317	0.20762791341813058	0.2181406651888078	0.08829073351613141	0.10818227145636981	0.10220033859121562	0.24106662478912247	0.22168515237925474	0.3600792943274764	0.6096299543047338	0.6593577790610022	0.632830554235715	0.6622621751321206
sub-03_AA_trial2	-0.08981924835146574	0.06303926502978567	0.1982317595507401	0.20555903379338442	0.1789827437773093	0.3031800480987014	0.3817686230639427	0.38658742225563014	0.4722312486186279	0.47442475832828285	0.544749363424497	0.4606696592626678	0.5063733521625973	0.46984303315151454	0.2395566608503267	0.33446912390522576	0.4618055960356985	0.5492848358699447	0.4787169007852061	0.65208965567645	0.5701357795938577	0.5804159244499505	0.5611167242710646	0.43428082931569645	0.2867755347258206
sub-03_AA_trial3	0.47991390239143783	0.5330564641847779	0.5309884662255505	0.5720320888797611	0.5929957312640342	0.4648762676499363	0.4919193253126774	0.4997311088138865	0.5013070038312568	0.40049020882614766	0.22318129525674424	0.18354420310461905	0.21269507661349432	0.1485528450014445	-0.04980493071942227	-0.0763509468996987	0.11125711759592062	0.03379520071866047	0.18686271748593591	0.007994615287710442	0.08321696877077835	0.10873131968231167	0.18553439974610192	0.2906274967478778	0.30880036633317837
sub-03_AA_trial4	0.6555094073168308	0.6506227869473644	0.6157420886430668	0.48864495741220865	0.46072362850223364	0.36812073720193367	0.45319841918881604	0.47415639252507275	0.5491615635846331	0.33844595613717554	0.5804463823402272	0.5887073068474927	0.6810015269751886	0.6920474153555574	0.7627066064231804	0.7788426070408759	0.804419404061587	0.8268658415955177	0.6234330150081988	0.6099513463139588	0.5569039515271246	0.481518067698209	0.48550389951319245	0.44354703397229134	0.37390122357798666
sub-03_AA_trial5	0.4569965929257493	0.43068121228594236	0.43388832007527545	0.6601182448987659	0.6571722827483033	0.6777686089673326	0.7954877684557221	0.8027032550244443	0.6289336715259878	0.6699634693668158	0.6898945459326384	0.6467394441712477	0.6037146650466382	0.5233074879755818	0.6464242078103349	0.779646095054961	0.7751354050475471	0.6187388103484586	0.5914143352162874	0.5752178643466547	0.6423629280508177	0.6260522685744168	0.5698478434141608	0.6321229902045221	0.6756370052721508
sub-03_AA_trial6	0.8186265018297892	0.58602208437286	0.5418947608517891	0.5914950963076147	0.5501746435484794	0.47680675913632486	0.24038984546160008	0.11629640555430795	0.2183558174559844	0.24290587815209713	0.22901113769964226	0.06009266398731673	0.09446867393048193	0.35448316989465195	0.20919897254689973	0.21679765925618905	0.24713975546210615	0.26557925234625585	0.4185489451104667	0.571765884457632	0.4783330345814768	0.4210771382110664	0.328275169401236	0.49402743657271964	0.5937466671534206
sub-03_AA_trial7	0.7464062544908429	0.7137323004203325	0.5917926331486943	0.3926395505298262	0.41907994240378144	0.5012150031674617	0.53640663267331	0.4659260939617626	0.5119387247183417	0.4691385056831629	0.6818550153548979	0.7601209636080656	0.5632783391578733	0.5911275048994289	0.6034108335943831	0.7019817912860881	0.6319542083953547	0.6273233168006069	0.5953993558934824	0.48084833916124636	0.4616978288461046	0.44157041509178535	0.429503016775939	0.502237771148551	0.598420125758963
sub-03_UA_trial0	0.5207582342432098	0.5630125547949661	0.6946662666624024	0.542140505176099	0.5142401842462971	0.5902366215887854	0.6304274687484217	0.5802890165660018	0.43248704971792795	0.36102383833895396	0.1990612077130522	0.27219935732436873	0.4200628306005953	0.5694250523715314	0.6629445711974141	0.7722089572376267	0.7649932712452759	0.6290311298152558	0.1382380620007296	0.005949617948078771	-0.08557862877225916	-0.09788141726011937	-0.07102687028176902	-0.0993779268807664	-0.006589158457020447
sub-03_UA_trial1	0.18110508188877267	0.24645542576452267	0.22877071917672237	0.5019282610110624	0.3389093239771549	0.5778200227065655	0.5521150832603048	0.674759926585812	0.5775109608244117	0.6966121978006492	0.7044917030253652	0.790011427190275	0.8633122157978383	0.8645183309672263	0.8972090998431801	0.8891748180365225	0.897637882418629	0.8860233110166652	0.8677140347192762	0.7959683113281949	0.7811518268314276	0.7893004475342309	0.6208667569733162	0.6296227213826256	0.5819618211564113
sub-03_UA_trial2	0.4837437361262052	0.4527537834732419	0.4434725477047883	0.6103324726340583	0.46720300241683754	0.2123836872594592	0.1431394869278092	0.11269651721423611	0.19326244580145097	0.4786791394324539	0.5997369115859156	0.6820585762717608	0.7094495167376921	0.7192348127080502	0.6866407896089475	0.6197144248115048	0.6250963705478424	0.5078254831964002	0.38919424314863	0.09203797877822804	0.08036314110842531	0.17213309834307725	0.3706391446658856	0.4089701438908991	0.3966374332583869
sub-03_UA_trial3	0.4519596787681396	0.4403407927272043	0.44806917508752886	0.5913179711268314	0.6654286517869414	0.35034914827727054	0.4162253564667541	0.09721434163534039	0.4452315285437929	0.620977519313319	0.7086408574750512	0.7221085099212465	0.7283497607858331	0.735993844061651	0.7697146611489099	0.7481250053730673	0.7552155549556628	0.7293295542760555	0.49598880924894595	0.3505723772960796	0.33944570989663503	0.3764345253037563	0.5569919636716387	0.6739073517412991	0.623941594442637
sub-03_UA_trial4	0.20540558336075637	0.0929631022467385	0.22131565856308436	0.25645971625547104	0.2972063463303946	0.30431915008326105	0.23529790790486899	0.17208351761213875	0.2951375931597977	0.08706883387439543	0.05917817946305644	0.46247211996592813	0.6181322867440323	0.6312684583323948	0.81583051251509	0.5537354736283947	0.5313324404304082	0.5636383377057105	0.4163713589072099	0.40684093319552084	0.5041564257974382	0.5685082043779615	0.5895132976084841	0.505135982867289	0.5134072170838117
sub-03_UA_trial5	-0.21422087577483698	-0.15491808760196843	-0.11952971694553091	0.14826189653057334	0.13873834743203523	0.3710347290860916	0.7068330994646804	0.7237403475290471	0.7758158062373126	0.688085262841027	0.6412351796532486	0.4592892826559498	0.555612843951229	0.5680885078115182	0.6384557170061196	0.6245331538752624	0.6810894310523272	0.74489226416748	0.6132751927992962	0.6285905163375773	0.5737557914175105	0.4968860077962121	0.28953393872875755	0.05477872818933107	0.17085373316312738
sub-03_UA_trial6	0.28283479847556076	0.2322441609263753	0.23614740963946743	0.2529887562589568	0.2973391139109783	0.3173814156127585	0.07333524517898138	0.14934728290115334	0.18795938139588989	0.18246802783323982	0.08293718761878599	0.04754000190630504	0.25420840077496826	0.2591560057855633	0.3153029151364801	0.49548479511058496	0.46069248073601554	0.4354042711366946	0.5906881959295459	0.5788301069436315	0.4099618845101013	0.5570808883776439	0.5617682730986506	0.5262465076250702	0.4233378123444653
sub-03_UA_trial7	0.6200528214607779	0.6813708436982859	0.7216439954668631	0.7609180884352649	0.7906443691078189	0.7676026688088508	0.757462555930258	0.6716564514989215	0.6443852978920054	0.6016683011058651	0.6729778557883729	0.6809048672733888	0.6553285795920781	0.6246540893823412	0.5972175493622004	0.3183099937970961	0.04752032511229373	0.10974094392311393	0.27016787005640974	0.3043639448122943	0.22813149687356832	0.1334073923565003	0.10235975688867835	0.17261548543007438	0.1910514393395018
sub-05_AA_trial0	-0.05163864591300865	0.3342241325500517	0.20607045793866427	0.20444809629982708	0.19835115233087808	0.1725144523335323	0.2055791004995249	0.07455294953068951	0.4415382004480901	0.5204242087122989	0.5343044314561959	0.6197714197731644	0.622956997844476	0.436104368983099	0.44972513443206147	0.487246049990433	0.5122142765551105	0.3542032758785406	0.4017237050598649	0.4809503593175431	0.46997173009022397	0.49978210999975636	0.4450605194053976	0.44606312804935033	0.07612491177591327
sub-05_AA_trial1	0.1696711497193459	0.3218852040087399	0.34107543630363674	0.616438540391202	0.5757445732032003	0.7393935001358777	0.6399611332645595	0.6211574932443292	0.5605203055526496	0.35946128344852474	0.301071491193953	0.19263355058843976	0.09490745713446667	0.2989246359959595	0.41765815196548584	0.3649166528336511	0.49694223714824537	0.49769361918050314	0.5054649544828338	0.5061285271447824	0.528762095761073	0.556669032180614	0.4951551806145823	0.5021151674307304	0.5563370599408924
sub-05_AA_trial2	0.5644793636199121	0.6743145107383985	0.6897057099363755	0.7429034911147934	0.6548684742522082	0.5579259693962949	0.5223950366107291	0.28876607365660534	0.2564792866081049	0.3241071543083986	0.4060258979918279	0.28238281295460915	0.44791531203372364	0.3520934086506304	0.5275643090072512	0.5729485781396438	0.4939609326307234	0.6834080167292336	0.6568127035461016	0.7858855787340381	0.7302190965762548	0.6494214706936764	0.6499221958150887	0.5557834196978855	0.4899337954608103
sub-05_UA_trial0	0.21248302209714579	0.3002231164435098	0.2763216895534734	0.4443327803930157	0.6635967603730283	0.5395674571178295	0.5088666388909758	0.486337791794058	0.5270809160539951	0.4440314491425482	0.48089701180401556	0.3834701278227673	0.4321479598783374	0.4157931818726652	0.5350347896924187	0.6269801657758722	0.5433329141494753	0.3976103410019804	0.4230062137962208	0.4103272704452273	0.29848486476156155	0.33399863808835245	0.4077124201195695	0.37100936962087144	0.4188612319433504
sub-05_UA_trial1	0.09714512825155024	-0.19657423002600208	-0.07333338361640143	-0.06612253156613648	0.004790492711021767	0.006643414260340268	-0.03865834924173018	0.21986323832437185	0.40357814265910036	0.5599260433010609	0.6678660903984481	0.5420631354987253	0.5569773522933005	0.388498592906814	0.29213472937515256	0.30363527444593813	0.3569330721565894	0.2468126230528396	0.17154808802163135	0.12669283126309633	0.26986714124305994	0.23852688665994762	0.4043867802622871	0.40274236340679875	0.5229353727286475
sub-05_UA_trial2	0.7713065424870998	0.7839500225859578	0.8363344012798497	0.8357613753417339	0.8612478706916111	0.8328446870576669	0.8188455280112085	0.7351032953744494	0.5840044762396169	0.48386352047639386	0.3367533426244284	0.5181810688452473	0.47882043128340984	0.3631420296711739	0.5138771964019812	0.6174891269341988	0.6332632729240337	0.6046881801579167	0.5337182753658893	0.526804030991005	0.4525674449591162	0.2483969019097708	0.19637799573351405	0.272653486173336	0.09768550568619336
sub-05_UA_trial3	0.3026651865168121	0.29603964906204655	0.036168745522070445	-0.3029167527395954	0.0951273703371811	0.2967423115797443	0.38257504033844913	0.43111069157715076	0.39334780921693574	0.28365897646687543	0.31815896281811434	0.36499903975584125	0.38694409249425427	0.3662282143051386	0.5059503157291793	0.6926044441931185	0.7667732060346434	0.7240912092323007	0.7464471692868669	0.6711174732808277	0.6635415589606609	0.7286483363946503	0.8445149511626683	0.9041093633699004	0.8999516957224302
sub-06_AA_trial0	0.4152625384189316	0.250986201906214	0.17967783992302977	0.02160145049630941	0.04255658059228477	0.06989966620062507	0.241410512754409	0.34024362625347504	0.36160942255001643	0.27065078570955403	0.08310599736338703	0.28490671696127884	0.4095401838283348	0.6701446856432092	0.5911516180887417	0.6922091756599651	0.6157941452417174	0.46661222213947856	0.47863417027868355	0.5499299011283757	0.6618821885368182	0.7093901077648025	0.8479853487546158	0.8154243664387606	0.7855329405967195
sub-06_UA_trial0	0.6126335662804243	0.44570821925297976	0.4109698687760379	0.36226530576793686	0.38948986024326193	0.4405165153727391	0.42370543321250065	0.43885524548413957	0.5300144475122379	0.43057950873189715	0.4189360134901195	0.559002122254605	0.5342153405480997	0.6162854625712963	0.6776445029296267	0.5986765764287989	0.6093672207114101	0.39583715197575353	0.29927314576490355	0.2827257034137194	0.2624695194478079	0.46378126619056687	0.18759033643012454	0.3175905484342266	0.38292163769314236
sub-06_UA_trial1	0.6242555933575079	0.7084579858836004	0.7500425828846918	0.7451977114104691	0.7561353105798928	0.7498014923096334	0.7797170494362927	0.7788025793720555	0.6706767409553428	0.5293769384480956	0.6327636485481136	0.6051330157859156	0.5743698670831469	0.6396996746724918	0.6069082824721871	0.5666937365468528	0.6020788082025561	0.572078407009857	0.5266964319129558	0.5240334137195509	0.5218872458923723	0.3831279317414579	0.06392196886698225	0.10116290804670942	0.06503444142534652
sub-07_AA_trial0	0.7688351076576722	0.7117825418057119	0.48721712267932654	0.42120528537135876	-0.005273415633882918	0.13913900684639863	0.29169448794898195	0.3278725556212977	0.3302308471281674	0.1308393775889516	-0.012773030193386114	-0.25988766171350014	-0.2484099508786773	-0.10679050756011399	-0.04029133566264516	0.05872091028408723	0.4181219619244683	0.4201690130813266	0.3708845490612446	0.7009755947379801	0.8087303020196167	0.7807625264770447	0.774118138759691	0.810383375160359	0.8016008566229723
sub-07_AA_trial1	0.4423121943426291	0.24657959452852185	0.2953212858952253	0.08204062581345631	0.09178379681131886	0.34594116397071406	0.2759608422186671	0.3907061598039595	0.3601849379741488	0.5320595397675905	0.5063896767735659	0.3843160068481344	0.47994762960525833	0.370963260002365	0.49742434850556755	0.5839093659967817	0.6107101699322237	0.57160295186602	0.5889089488084139	0.4470545813640598	0.281671424768308	0.45358922022162995	0.314875888216023	0.30080337790672934	0.19781423546562635
sub-07_AA_trial2	-0.43025391424378284	-0.217532945959404	-0.1172345265101879	-0.20241830079593048	-0.03612873010772836	0.21046068708828142	0.1980275914207802	0.0754544849850066	0.051135860072320426	-0.16774267443042457	-0.3538734050529369	-0.2982006821834662	-0.19024826896456096	0.20067543556313858	0.23918814754907375	0.3862364874852675	0.4261149324284707	0.3527124622890133	0.5163494027620462	0.4796572232717524	0.3776017574408655	0.41723351240635104	0.4123224345438045	0.09803639945036192	0.13004148436997906
sub-07_AA_trial3	0.29580016669488207	0.4718552869867255	0.5249837549113429	0.27906361590930573	0.3140054587740373	0.268392060681805	0.4307080768296201	0.4314332514209499	0.5427643454352529	0.5676777760310256	0.7353665904066671	0.7339817944193746	0.7687910984565203	0.7800146271794463	0.8157229455928039	0.783071302333191	0.7719015881820603	0.7863163975688663	0.5693175890953177	0.4750033640500666	0.6319315562493846	0.6488422169592158	0.5842551460932935	0.36536524974965157	0.2475306836037465
sub-07_AA_trial4	0.43218705135717234	0.38381454982344304	0.5256230676918223	0.4195709742558911	0.33983352239826214	0.33943375358991934	0.34326087078134404	0.3616622582955662	0.3516801792957436	0.25985799612396165	0.07671823575130969	0.13812286066714408	0.22859498714813253	0.31633753382245117	0.3120172601451132	0.37691410112220575	0.4764070281918982	0.306501442564205	0.33174262347868033	0.318568512589212	0.24209079823746427	0.11441212622589839	-0.03415586867504002	0.19104690593127074	0.27882869392512316
sub-07_AA_trial5	0.004177129280631664	-0.0047773554422306614	-0.16857846037935556	-0.1535338096423133	0.36945226660428726	0.33825727651947035	0.42286929267435247	0.3583931683783588	0.39220393363383194	0.4836202835581194	0.3790987572060348	0.5470575626792408	0.42164030263757796	0.37388106221979905	0.5037714223855192	0.5751862286330324	0.1844210810992371	0.4322796128936264	0.20219816632742432	0.2465677175748628	0.31727206221422255	0.35986808859100256	0.1992504745518455	0.13913402882319834	0.12206939260637041
sub-07_UA_trial0	0.7464398028903413	0.7682048135628002	0.8136328342510312	0.7295204148281799	0.7273193381199367	0.645400470533201	0.7223074097448207	0.5364527530326773	0.5679120438056457	0.632575825046784	0.39264456149177024	0.3760925489870979	0.4946838917515097	0.3082146547318576	0.28627445337506147	0.30417541352661687	0.2012947403663386	0.1367705457802238	0.16942364665229992	0.43120448000094785	0.46420080314474255	0.40187874305414667	0.4226373195791985	0.43332038405937134	0.39109960814712297
sub-07_UA_trial1	0.5912297610388767	0.5774715187519476	0.6065987014479589	0.6842250639802958	0.5907437209124473	0.5274285886115113	0.5103261238883342	0.2726880361333257	0.11741128937889513	0.10819486745367857	0.20049273810183335	0.10133013387670439	0.23621745528077245	0.052502666025221835	0.03615680840610916	-0.13181895765056129	-0.18155825900930728	0.11930683143903476	-0.170928953245555	-0.3425682232863314	-0.33862099996018963	-0.29221243549721754	-0.3561827594893027	-0.36948084188641533	-0.40129162906573385
sub-07_UA_trial2	0.3939110544800369	0.4398300688553824	0.45507748322886066	0.667881396459321	0.6179965906071344	0.6572814691663399	0.8496649547034826	0.8389505927231679	0.6796858452404896	0.515020371647653	0.5479772320629095	0.5616842341254258	0.46784162436238363	0.15207992392535116	0.18030427131038373	0.2542649565833064	0.24657650016557692	0.48420520628314645	0.3560407026451265	0.04340252796036236	0.14883367392931918	0.14811741480520194	0.11964659921710007	0.1863213411949432	-0.014180599312407378
sub-07_UA_trial3	0.49632753751545783	0.3463041427865635	0.38610923568557115	0.4913883498375447	0.327529811093391	0.3316935332365827	0.37837387145973966	-0.23981888922666802	-0.13734660268415005	-0.028215667768966817	-0.08055847550058108	-0.22689281988677618	-0.3039905833532858	0.5393500851599123	0.6581570972453215	0.6337944529169486	0.8021051350081331	0.8078756931664174	0.7541121434455696	0.7587616943248716	0.7200203786094065	0.6730709918924518	0.6556798311855888	0.6584081471275007	0.7258680018755286
sub-07_UA_trial4	-0.2911046160571	-0.2768905867172794	0.22847870535611517	0.14447056021359084	0.08506123253807372	0.36558101878069205	0.3683519734375524	0.32268178493219396	0.5145415445576453	0.5668831026773391	0.683266542549836	0.4942416547166687	0.2551419732758891	0.08203915963603658	0.19132155112063629	0.20019221721691427	0.26438473469259044	0.36413150528709054	0.3073434945737836	0.2839522154466317	0.2928285597472676	0.16785378396320252	0.1816856562423297	0.10440966224356284	0.06523151072472803
sub-07_UA_trial5	0.3807081613607407	0.08482253976241844	0.25513041845474316	0.19640463267425598	0.23598685907463496	-0.23173481319133626	0.2995115537023428	0.427749770199326	0.6355561814119681	0.5797562513917427	0.5142607034140082	0.45846685406599513	0.33549438307082985	0.2700519775187466	0.5450452604469773	0.6243757570347185	0.6434529118044023	0.7892798827654172	0.7605088033225124	0.7408870567515148	0.5545699447299022	0.520675061111624	0.4690442670255371	0.560904317695282	0.637164128680931
sub-08_AA_trial0	0.2284681818028309	0.2643329077740458	0.19891595944431856	0.3704596406163994	0.3840525931494764	0.38672282237824884	0.39049456110858405	0.35529251698420106	0.4432352776885674	0.5311566916103762	0.7335976929541775	0.7823239398588014	0.7504659778247452	0.3220338124441718	0.27545017084165185	0.2537933940045509	0.18526204989577	0.33260039338033276	0.1091496447738895	0.021645597243738504	0.04952639584660975	-0.051631769649162475	0.37224920799651245	0.4185211917709402	0.43155029981659176
sub-08_AA_trial1	0.4970209411674378	0.5294336985789279	0.5893616226018997	0.05822742274896927	-0.030802371230517142	0.03546872957280251	-0.05512232074645318	0.07618010688451819	0.17249091714387033	0.12946255269981752	0.08482572421908603	0.01280800803689144	-0.07251655081042578	-0.08264580016994441	0.03980948453606698	0.16159601292274728	0.18801764755009104	0.1736433977224414	0.2221014648480774	0.4416493892205818	0.6225473485187824	0.6846176393765746	0.6459719741100982	0.6129260225531155	0.5294102430907618
sub-08_AA_trial2	0.06236928219363976	0.20522764186155548	0.2863323841381093	-0.14901566078498318	0.27422723997934584	0.10972392268990974	0.29770347999745467	0.3106626791512953	0.4084255505300696	0.5112489454907206	0.6719014808967786	0.6399684429352935	0.6152581769612553	0.5443965697469247	0.5693427829626719	0.5973743350530285	0.47859648667533206	0.6737270086582606	0.695294705480912	0.719610417170892	0.734708774516464	0.7032517181565517	0.6050874787594683	0.7393613486698829	0.8403167359890192
sub-08_AA_trial3	0.719610417170892	0.734708774516464	0.7032517181565517	0.6050874787594683	0.7393613486698829	0.8403167359890192	0.8556366276088849	0.8789074124692744	0.8246905484315591	0.8338759812492373	0.753665311873549	0.5643586028920908	0.5987715030399005	0.5862879889661898	0.5589703630324239	0.5475771543070665	0.5127713948797712	0.5056875481796219	0.49929059527520026	0.5239355679550233	0.4180444834481407	0.22075498906381025	0.2921448769575852	0.5126861090198365	0.562707671559329
sub-08_AA_trial4	0.31706644620778085	0.30075102418367733	0.2280120342064553	0.2105530888972273	0.24173461122742365	0.19560771004174812	0.3497337165823351	0.3866166673174419	0.6279228332721919	0.5749309877308132	0.720710621161506	0.805382135484265	0.8504624660173064	0.8125400849308347	0.8871298343092783	0.9046964987870376	0.8884428374180287	0.8715072898667235	0.8724558187451512	0.8679947167921966	0.8758044481138817	0.8691787406027179	0.8951334390829498	0.9187222349189464	0.9147390624955873
sub-08_AA_trial5	0.38841747141322536	0.4902972007128607	0.5347691611054448	0.6201859699627855	0.6704984737012272	0.49055064704266166	0.4071606897726118	0.2813066422586156	0.1792347982949615	0.24898527483654687	0.22497845849698236	-0.05815193653437573	-0.16949410187932404	-0.13256928586259703	0.5684324916867195	0.6811359678516686	0.6727651901193062	0.7023141188739548	0.7746676729558354	0.7848939420095924	0.7713687092298241	0.6892511502137373	0.7682803221693588	0.6879486486363472	0.6066933319329684
sub-08_AA_trial6	0.7804855980775561	0.7785895758396904	0.7726093841041862	0.7961494674038836	0.7342940619078564	0.5982745512865458	0.4191795892456541	0.1703634383225682	0.2622957404359004	0.11916412020419084	0.31726600858146053	0.21279320484836298	0.22831373347644124	0.3825857180672255	0.283625226487671	0.32129916785786405	0.3254338896980087	0.32456057167495694	0.48869917299965393	0.7056647762090847	0.760550014841877	0.6465634656540382	0.6855171208589435	0.6028847162712474	0.4241396369348246
sub-08_AA_trial7	0.6465634656540382	0.6855171208589435	0.6028847162712474	0.4241396369348246	0.36703873713938967	0.326733267940005	0.31052460613936894	0.1282195256297001	-0.09958481658545265	-0.14245518366506507	0.03887713128676212	0.07645697275478064	0.07094471823212402	0.20491611255620484	0.09379082202029473	0.1256782252266486	0.21689420944511692	0.4251503910112751	0.3887812267254745	0.4361215571927039	0.5624192689286599	0.6950663600406096	0.5545072576085677	0.6491308331323322	0.7371936535876782
sub-08_AA_trial8	-0.08975885595487065	-0.01515601782058561	-0.41472972352200366	-0.07078275646814854	0.03265851786448836	0.09053552069422266	0.13191821214455218	0.08328362084915421	0.26334717814680114	0.2412121589258076	0.38536435747639786	0.38913530452851025	0.5143461266678131	0.5303787638340157	0.7650182357607022	0.7041923165167857	0.5477721219907534	-0.04980124559020173	0.3358945902776747	0.386157870095875	0.4548917386646276	0.6490564373441353	0.699912702390053	0.7555796848763444	0.7696201911443816
sub-08_AA_trial9	0.6177602328790157	0.4701858104062307	0.458409682827054	0.4268386413350092	0.49371277076114495	0.52319800309553	0.5076654655704611	0.433750972844191	0.681962848538141	0.6439092303822773	0.5490136797106582	0.4282795099856974	0.31721770852535913	0.23625830377714296	0.19494374079769808	0.12246893163209367	0.23222132452643063	0.26312484561916105	0.13708311687993682	0.2634023327925868	-0.10040316959193904	-0.22366334840284444	-0.3063441242808477	-0.1764691651091917	-0.03514491992266417
sub-08_AA_trial10	0.1779025771500038	0.35779836554167016	0.2991226551846747	0.1458783406902965	0.06286393734971206	-0.07705660810165285	-0.07977977716726754	-0.03044533249812779	-0.038543333443344964	0.17095739455278963	0.12855279014305107	0.20418395055234434	0.4363086417030186	0.5862900460059999	0.6369565927672771	0.44426581582286767	0.5517651873647683	0.467041951340093	0.40892722766824674	0.3792751049562032	0.3642206464807016	0.35808647666237176	0.17670176664060314	0.1988147641313521	0.20001676209536615
sub-08_UA_trial0	0.3676990315654509	0.48667134288315755	0.5523760177076673	0.7024500391507861	0.626582323148474	0.5620219240454856	0.38073381032303244	0.23271843968321915	0.20205951233200634	0.38527277508574176	0.33234584650779075	-0.03902042530189156	-0.154368223872204	-0.380770119103168	-0.5199690524360089	-0.3293543036492316	-0.31764416139652263	-0.3703350156170083	-0.41725090231396683	-0.2426897214545642	-0.23677151161644078	-0.09599034519704258	-0.06390102936781177	0.3870767176460897	0.44775676415082716
sub-08_UA_trial1	0.603320292544895	0.6298478211024964	0.3470596612526901	0.34611657839900617	0.3368709240444505	0.363587706167149	0.4445359214066748	0.4041230648142363	0.271871404437034	0.008818631861149869	0.1290265112181698	0.11933879856271142	0.0863758076369202	0.0614993664925536	-0.11105348021607163	-0.20028001532756495	-0.42493748276160964	-0.45853309383061497	-0.44811764687583155	-0.5406005911790985	-0.6256764464250272	-0.5740867075092467	-0.5098101645044321	-0.5093362863910906	-0.523135132287344
sub-08_UA_trial2	-0.005022253509030552	0.321247701699513	0.39419837227731125	0.3690944772531887	0.4834092895925705	0.4828348859180799	0.43943079471537394	0.4549724234527893	0.4956349444196896	0.49154215012237745	0.4825464304564436	0.4405170382236856	0.3159812240722906	0.28491520621817645	0.2880708198195947	0.3525759582821285	0.22925471255504076	0.37150861044339917	0.2966065130320975	0.1778941851021672	-0.23430914669058545	-0.18181200347398802	-0.07594770023381643	-0.1430304457494734	-0.17542426129746824
sub-08_UA_trial3	0.1778941851021672	-0.23430914669058545	-0.18181200347398802	-0.07594770023381643	-0.1430304457494734	-0.17542426129746824	-0.21108331204615444	-0.3677930360958146	-0.5135567716098632	-0.4121149715635409	-0.42679311113563684	-0.38632322586201495	-0.4591185397018935	-0.2964863638083986	0.13434382371434084	0.040957759409816934	-0.042499188731461815	0.007040599798686663	0.18197365898047962	0.20857732324789147	0.4604540930554124	0.1994140812895251	0.3898014151633666	0.4604555721927456	0.42710622331998294
sub-08_UA_trial4	0.24971906512444658	0.29050533958083313	0.3160797669246628	0.5172501977332444	0.4536884849870801	0.39603827046279205	0.35740195722565005	0.2120930932847621	-0.11427899391439753	-0.0948158041476944	0.01051323030044933	-0.013720091904598443	-0.0387185956236352	-0.14649591432249048	0.04259211389793109	-0.06380583238368538	-0.09249966025744442	0.05028484480072949	0.26751412436324845	0.32971971581449194	0.7287254927812221	0.6085862885788654	0.5581442579387089	0.6421691958621133	0.6264105738118436
sub-08_UA_trial5	0.4690092542989046	0.4832698934273737	0.42908287481508633	0.236070783349893	-0.141709497323371	0.25272812679844026	0.3432444654708779	0.3619529868334598	0.3203072988793839	0.2765348830291038	0.23544356060526775	0.30229504366532683	0.37837131133789903	0.2516242108947372	0.12716425965440353	0.11872555660649005	0.07987319908821033	0.21366042775638366	0.32835881686736496	0.4526853132752772	0.6297548312593523	0.7509191154424857	0.804487432637467	0.8064178595887833	0.7336018821720558
sub-08_UA_trial6	0.4884784884099277	0.5100230188607063	0.6284188871207054	0.654555929022767	0.6980332777993729	0.6609270539173074	0.7077003203088053	0.7489539474259794	0.6580508266419347	0.4578327849203107	0.611127624071302	0.6887575848391526	0.710243426490688	0.5691123426691972	0.6890907150146325	0.7569505413610381	0.7000798943649748	0.5680979427008641	0.7355187683354054	0.7556546770520097	0.6448396429149528	0.6107620448956655	0.743041761684536	0.8416807764673402	0.7119126843908523
sub-08_UA_trial7	0.743041761684536	0.8416807764673402	0.7119126843908523	0.5065060675596182	0.5101014588803907	0.3504321742452422	0.4015078669220163	0.4898198819477178	0.4850837185445326	0.44880230390227627	0.4429571267288907	0.40867159576135	0.4202841621050615	0.20453252850273718	0.2746054508799662	0.6688874088187445	0.7227324538602962	0.826059608572087	0.841332733740394	0.8454722734419484	0.7949706002843604	0.8292948322194541	0.816387212970309	0.828680780451669	0.7661816413852801
sub-08_UA_trial8	0.529142366167973	0.544986258287541	0.3793874008719056	0.2879834949482899	-0.019153331092025442	0.046720907919447364	0.35489746327600297	0.4209932422193939	0.2993351437369261	0.15641905324899763	0.17610525338445712	0.18689236238002108	0.4957993530037858	0.6624601227118853	0.7066858400628951	0.7385066484558316	0.8481908214958587	0.8738736445293735	0.7367304624788241	0.6465991678538238	0.8013106913410379	0.8251664945243885	0.8251130716441734	0.8090138560427588	0.7788330927930545
sub-08_UA_trial9	0.8070902761718515	0.8357536657062151	0.7078433936895877	0.6637819972337339	0.5896932463711257	0.5499430561409934	0.5246230093744935	0.4059222034013282	0.4965968005026489	0.46709897017195584	0.46383745024469164	0.4628304431895872	0.5410819969954963	0.6536209562465671	0.7795462101475135	0.8387941024251466	0.9183860550583952	0.8626382334774106	0.8627747487039672	0.8745017059164402	0.7886938129698199	0.7394870614746611	0.6137640612080434	0.48141705748116986	0.3593620708040415
